,interest_rate,repayment_period,credit_score,age,education,marital_status,loan_frequence,succ_frequence,payoff_frequence,overdue_times,baddle_overdue_times,income,house,house_loan,car,car_loan,company_type,company_scale,workcity,work_duration,credit_report,identity_authentication,job_authentication,income_authentication,site_authentication,topic,repay_result,loan_amount,avaiable_amount,total_loan_amount,need_to_payoff,overdue_amount
1397,12.6,24,6,2,2,2,1,1,1,0,0,4,0,0,0,0,12,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
1400,12.6,24,6,2,1,1,1,1,1,0,0,3,0,0,0,0,8,1,32,1,0,0,0,0,0,2.0,1.0,,,,,
1401,13.2,36,6,4,2,1,1,1,1,0,0,4,0,0,0,0,6,1,50,1,0,1,0,0,1,3.0,1.0,,,,,
1402,12.6,24,6,4,2,2,1,1,1,0,0,4,0,0,0,0,18,1,11,1,0,0,0,0,0,4.0,1.0,,,,,
1422,11.0,6,1,2,3,1,8,2,2,8,0,5,1,1,1,0,16,4,36,4,0,1,0,0,0,2.0,1.0,,,,,
1440,12.0,18,6,1,1,1,1,1,1,0,0,7,0,0,1,0,18,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
1441,12.0,18,6,3,2,1,1,1,1,0,0,7,0,0,0,0,8,2,44,1,0,0,0,0,0,3.0,1.0,,,,,
1445,12.6,24,6,2,2,2,1,1,1,0,0,4,1,0,1,0,8,1,32,1,0,1,0,0,1,4.0,1.0,,,,,
1446,12.0,18,6,4,1,2,1,1,1,0,0,3,1,0,0,0,8,2,50,1,0,0,0,0,0,6.0,1.0,,,,,
1476,11.0,6,1,1,1,1,1,1,0,5,1,3,0,0,0,0,18,3,36,1,0,1,0,0,0,4.0,0.0,,,,,
1499,12.0,18,6,3,1,2,1,1,1,0,0,3,1,0,0,0,18,1,50,1,0,0,0,0,0,3.0,1.0,,,,,
1500,12.6,24,6,3,2,2,1,1,1,0,0,3,0,0,0,0,19,1,11,1,0,0,0,0,0,4.0,1.0,,,,,
1501,12.0,18,6,2,3,1,1,1,1,0,0,4,1,0,0,0,7,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
1502,12.6,24,6,2,3,1,1,1,1,0,0,3,0,0,1,1,15,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
1503,12.0,18,6,4,1,2,1,1,1,0,0,6,1,0,0,0,18,1,44,1,0,1,0,0,1,2.0,1.0,,,,,
1504,13.2,36,6,4,4,3,1,1,1,0,0,4,1,1,0,0,15,1,51,1,0,1,0,0,1,2.0,1.0,,,,,
1506,13.2,36,6,3,3,2,1,1,1,0,0,5,0,0,1,1,15,1,44,1,0,0,0,0,0,2.0,1.0,,,,,
1507,12.0,18,6,2,2,2,1,1,1,0,0,3,0,0,0,0,18,1,13,1,0,0,0,0,0,4.0,1.0,,,,,
1510,12.0,18,6,2,2,2,1,1,1,0,0,4,0,0,0,0,15,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
1511,12.0,18,6,1,2,1,1,1,1,0,0,3,0,0,0,0,1,1,13,1,0,1,0,0,1,4.0,1.0,,,,,
1512,12.0,18,6,4,2,2,1,1,1,0,0,6,0,0,1,0,7,2,22,1,0,0,0,0,0,4.0,1.0,,,,,
1513,13.2,36,6,2,3,2,1,1,1,0,0,5,1,1,1,1,9,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
1514,13.2,36,6,2,1,1,1,1,1,0,0,4,1,1,0,0,8,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
1515,13.2,36,6,2,1,1,1,1,1,0,0,4,1,1,0,0,12,1,50,1,0,0,0,0,0,3.0,1.0,,,,,
1516,12.6,24,6,2,2,2,1,1,1,0,0,4,0,0,0,0,18,1,22,1,0,0,0,0,0,4.0,1.0,,,,,
1517,12.0,18,6,3,2,3,1,1,1,0,0,5,1,1,0,0,19,1,13,1,0,0,0,0,0,4.0,1.0,,,,,
1519,12.0,18,6,3,2,2,1,1,1,0,0,6,1,0,1,1,20,1,50,1,0,1,0,0,1,2.0,1.0,,,,,
1522,12.0,18,6,4,1,2,1,1,1,0,0,5,1,1,1,0,18,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
1523,13.2,36,6,3,1,2,1,1,1,0,0,5,1,1,0,0,18,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
1524,12.0,18,6,3,2,2,1,1,1,0,0,5,1,1,1,0,18,1,50,1,0,1,0,0,1,2.0,1.0,,,,,
1525,13.2,36,6,5,2,2,1,1,1,0,0,3,1,1,0,0,8,1,21,1,0,1,0,0,1,4.0,1.0,,,,,
1526,12.6,24,6,4,3,2,1,1,1,0,0,4,1,1,0,0,6,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
1527,12.0,18,6,3,2,2,1,1,1,0,0,7,1,0,1,1,12,2,53,1,0,1,0,0,1,2.0,1.0,,,,,
1528,12.6,24,6,4,2,2,1,1,1,0,0,4,1,1,1,0,8,1,32,1,0,0,0,0,0,2.0,1.0,,,,,
1533,13.2,36,6,2,2,1,1,1,1,0,0,4,1,1,0,0,4,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
1537,12.0,18,6,4,1,2,1,1,1,0,0,5,1,0,0,0,1,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
1539,13.2,36,6,2,2,2,1,1,1,0,0,4,1,1,0,0,18,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
1541,12.6,24,6,3,2,2,1,1,1,0,0,4,0,0,0,0,3,1,11,1,0,0,0,0,0,3.0,1.0,,,,,
1542,12.6,24,6,3,2,2,1,1,1,0,0,3,0,0,1,0,18,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
1543,12.0,18,6,3,2,2,1,1,1,0,0,7,0,0,0,0,8,2,44,1,0,1,0,0,1,2.0,1.0,,,,,
1544,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,0,0,8,2,44,1,0,0,0,0,0,6.0,1.0,,,,,
1545,15.0,12,1,2,2,1,2,1,1,1,0,4,0,0,0,0,9,4,53,4,0,1,0,0,0,2.0,1.0,,,,,
1549,10.0,3,2,2,3,1,12,9,9,4,0,4,1,0,1,1,9,3,33,3,1,1,0,0,0,4.0,1.0,,,,,
1558,13.0,18,1,2,2,1,3,1,1,11,0,3,0,0,0,0,18,3,13,1,0,0,0,0,0,2.0,1.0,,,,,
1559,12.6,24,6,2,2,1,1,1,1,0,0,4,0,0,0,0,1,1,44,1,0,1,0,0,1,2.0,1.0,,,,,
1560,13.2,36,6,3,4,3,1,1,1,0,0,4,0,0,1,1,15,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
1561,12.6,24,6,5,2,2,1,1,1,0,0,6,0,0,0,0,7,2,13,1,0,0,0,0,0,1.0,1.0,,,,,
1562,11.0,6,1,2,3,1,2,1,1,0,0,6,1,1,1,1,20,1,33,4,0,0,0,0,0,2.0,1.0,,,,,
1574,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,19,1,44,1,0,0,0,0,0,2.0,1.0,,,,,
1576,12.6,24,6,3,2,2,1,1,1,0,0,4,0,0,0,0,8,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
1578,13.2,36,6,5,1,2,1,1,1,0,0,3,1,0,0,0,19,1,50,1,0,0,0,0,0,3.0,1.0,,,,,
1579,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,8,1,32,1,0,1,0,0,1,3.0,1.0,,,,,
1584,12.0,18,6,2,1,2,1,1,1,0,0,3,1,1,0,0,18,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
1586,12.0,18,6,2,2,2,1,1,1,0,0,6,0,0,1,1,18,2,44,1,0,0,0,0,0,4.0,1.0,,,,,
1598,12.0,18,6,4,1,2,1,1,1,0,0,4,1,0,0,0,18,1,37,1,0,1,0,0,1,2.0,1.0,,,,,
1600,12.0,18,6,4,1,2,1,1,1,0,0,4,0,0,0,0,7,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
1601,13.2,36,6,3,2,2,1,1,1,0,0,3,1,1,0,0,7,1,51,1,0,0,0,0,0,4.0,1.0,,,,,
1603,12.0,18,6,3,1,2,1,1,1,0,0,3,0,0,0,0,18,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
1607,11.0,6,1,2,3,1,4,3,3,7,0,3,0,0,0,0,14,2,65,3,0,1,0,0,0,4.0,1.0,,,,,
1616,12.0,18,6,4,2,2,1,1,1,0,0,6,1,0,1,0,8,2,32,1,0,0,0,0,0,4.0,1.0,,,,,
1620,13.2,36,6,2,2,1,1,1,1,0,0,5,1,1,0,0,18,1,21,1,0,1,0,0,1,2.0,1.0,,,,,
1627,12.0,18,6,3,3,2,1,1,1,0,0,6,1,1,1,0,18,2,32,1,0,0,0,0,0,4.0,1.0,,,,,
1628,13.2,36,6,3,1,2,1,1,1,0,0,4,1,1,0,0,3,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
1634,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,1,0,18,1,62,1,0,0,0,0,0,4.0,1.0,,,,,
1635,13.2,36,6,4,2,2,2,2,1,0,0,6,0,0,0,0,2,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
1637,15.0,12,1,2,2,2,2,1,1,7,0,3,1,1,0,0,9,4,51,4,0,1,0,0,0,4.0,1.0,,,,,
1638,13.2,36,6,3,1,2,1,1,1,0,0,5,1,1,1,0,4,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
1640,12.0,18,6,3,1,2,1,1,1,0,0,4,1,0,0,0,7,1,32,1,0,1,0,0,1,4.0,1.0,,,,,
1641,12.6,24,6,2,2,1,1,1,1,0,0,4,1,0,0,0,8,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
1666,11.0,6,1,2,3,1,2,1,1,4,0,5,0,0,0,0,0,0,42,3,1,0,0,0,0,1.0,1.0,,,,,
1667,12.0,3,5,2,3,2,21,13,13,1,0,7,0,0,1,0,20,1,0,2,1,1,1,1,0,2.0,1.0,,,,,
1691,12.0,9,3,2,2,1,6,3,3,1,0,3,0,0,0,0,2,4,42,3,0,1,0,0,0,5.0,1.0,,,,,
1732,11.0,6,1,2,3,1,5,1,1,0,0,4,0,0,0,0,12,4,35,1,0,1,0,0,0,2.0,1.0,,,,,
1746,10.0,3,1,3,1,3,2,2,1,7,1,3,0,0,0,0,0,0,21,1,0,0,0,0,0,1.0,1.0,,,,,
1772,13.0,12,3,2,2,2,2,2,2,0,0,4,1,0,1,0,17,3,22,4,0,0,0,0,0,6.0,1.0,,,,,
1801,13.0,12,1,4,3,2,5,3,2,13,1,4,1,0,1,0,8,2,41,3,0,0,0,0,0,1.0,0.0,,,,,
1807,11.0,12,6,3,2,2,1,1,1,0,0,5,0,0,0,0,19,2,61,2,0,0,0,0,0,6.0,1.0,,,,,
1808,12.0,18,6,4,3,2,1,1,1,0,0,6,0,0,0,0,19,2,44,2,0,1,0,0,1,1.0,1.0,,,,,
1809,12.0,18,6,3,2,4,1,1,1,0,0,5,0,0,0,0,8,2,32,2,0,1,0,0,1,1.0,1.0,,,,,
1810,11.0,12,6,3,2,2,1,1,1,0,0,5,0,0,0,0,18,2,11,2,0,1,0,0,1,2.0,1.0,,,,,
1813,11.0,12,6,4,2,3,1,1,1,0,0,6,0,0,0,0,1,2,23,2,0,1,0,0,1,1.0,1.0,,,,,
1839,13.2,36,6,4,2,3,1,1,1,0,0,3,1,0,0,0,18,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
1840,13.2,36,6,2,1,2,1,1,1,0,0,4,1,1,0,0,18,1,50,1,0,1,0,0,1,4.0,1.0,,,,,
1842,12.0,18,6,2,3,1,1,1,1,0,0,7,0,0,0,0,20,2,35,1,0,0,0,0,0,3.0,1.0,,,,,
1843,13.2,36,6,4,1,2,1,1,1,0,0,3,1,1,0,0,18,1,35,1,0,0,0,0,0,2.0,1.0,,,,,
1864,12.0,18,6,2,1,1,1,1,1,0,0,3,0,0,0,0,8,2,44,1,0,1,0,0,1,4.0,1.0,,,,,
1865,13.2,36,6,3,2,2,1,1,1,0,0,4,1,1,0,0,18,1,12,1,0,1,0,0,1,4.0,1.0,,,,,
1866,12.0,18,6,2,2,1,1,1,1,0,0,5,0,0,0,0,18,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
1867,12.0,18,6,3,3,2,1,1,1,0,0,6,1,1,1,0,2,2,44,1,0,0,0,0,0,4.0,1.0,,,,,
1868,12.0,18,6,2,2,2,1,1,1,0,0,7,0,0,0,0,18,2,44,1,0,0,0,0,0,2.0,1.0,,,,,
1869,12.6,24,6,2,2,3,1,1,1,0,0,4,0,0,1,0,12,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
1870,13.2,36,6,3,1,2,1,1,1,0,0,4,1,1,0,0,8,2,35,1,0,0,0,0,0,2.0,1.0,,,,,
1881,11.0,6,1,2,1,1,3,2,1,7,1,5,0,0,0,0,0,0,35,2,1,0,0,0,0,2.0,1.0,,,,,
1890,14.0,18,1,2,1,1,3,1,0,15,1,5,0,0,0,0,11,2,45,2,0,1,0,0,0,6.0,0.0,,,,,
1909,11.0,6,1,3,2,2,3,2,2,10,1,3,1,1,0,0,11,2,43,2,0,1,0,0,0,4.0,1.0,,,,,
1920,15.0,24,1,3,2,1,5,2,2,11,0,5,0,0,1,0,16,4,37,4,0,1,0,0,0,2.0,1.0,,,,,
1922,13.2,36,6,3,3,2,1,1,1,0,0,3,1,0,1,0,15,1,52,1,0,0,0,0,0,3.0,1.0,,,,,
1923,12.6,24,6,2,1,1,1,1,1,0,0,4,0,0,0,0,8,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
1924,12.6,24,6,4,2,2,1,1,1,0,0,4,1,0,0,0,12,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
1931,15.0,12,1,1,2,1,5,1,1,4,0,3,0,0,0,0,2,3,45,2,0,0,0,0,0,4.0,1.0,,,,,
1953,11.0,6,1,1,1,1,13,4,4,8,0,3,0,0,0,0,19,2,34,2,0,0,0,0,0,1.0,1.0,,,,,
1955,10.0,3,1,3,3,2,2,1,1,0,0,4,1,1,0,0,15,3,12,4,0,0,0,0,0,2.0,1.0,,,,,
1963,12.0,6,1,1,2,1,5,2,2,0,0,3,1,0,0,0,13,3,35,1,0,1,0,0,0,2.0,1.0,,,,,
1970,12.6,24,6,2,1,2,1,1,1,0,0,4,1,0,0,0,8,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
1971,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,19,1,53,1,0,0,0,0,0,4.0,1.0,,,,,
1972,13.2,36,6,2,2,2,1,1,1,0,0,3,1,1,1,0,8,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
1973,12.0,18,6,3,1,2,1,1,1,0,0,3,0,0,0,0,18,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
1974,12.6,24,6,2,1,2,1,1,1,0,0,4,0,0,0,0,20,1,32,1,0,1,0,0,1,4.0,1.0,,,,,
1976,13.2,36,6,4,2,3,1,1,1,0,0,4,1,0,0,0,6,1,52,1,0,0,0,0,0,4.0,1.0,,,,,
1979,12.0,18,6,2,3,2,1,1,1,0,0,6,0,0,1,0,1,1,32,1,0,1,0,0,1,1.0,1.0,,,,,
1982,12.0,18,6,4,2,2,1,1,1,0,0,5,0,0,0,0,19,2,50,2,0,0,0,0,0,2.0,1.0,,,,,
1990,10.0,3,1,1,2,1,4,2,2,0,0,3,0,0,1,1,14,2,61,2,0,0,0,0,0,4.0,1.0,,,,,
1995,11.0,6,1,2,3,1,2,1,1,0,0,6,0,0,0,0,18,3,32,2,0,1,0,0,0,5.0,1.0,,,,,
1999,13.2,36,6,2,1,2,1,1,1,0,0,4,1,1,1,0,18,1,50,1,0,0,0,0,0,1.0,1.0,,,,,
2005,12.6,24,6,2,1,1,1,1,1,0,0,4,0,0,0,0,13,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
2006,12.0,18,6,3,2,2,1,1,1,0,0,5,0,0,0,0,7,1,35,1,0,1,0,0,1,4.0,1.0,,,,,
2007,13.2,36,6,4,2,2,1,1,1,0,0,3,1,0,0,0,6,1,22,1,0,1,0,0,1,4.0,1.0,,,,,
2009,12.6,24,6,3,4,2,1,1,1,0,0,3,0,0,0,0,6,1,52,1,0,0,0,0,0,3.0,1.0,,,,,
2010,13.2,36,6,2,3,1,1,1,1,0,0,4,0,0,0,0,1,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
2022,12.0,18,6,2,1,2,1,1,1,0,0,5,1,1,0,0,19,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
2023,13.2,36,6,3,1,2,1,1,1,0,0,4,1,1,1,0,8,1,22,1,0,0,0,0,0,2.0,1.0,,,,,
2034,12.0,18,6,4,3,2,1,1,1,0,0,3,0,0,0,0,18,2,21,1,0,0,0,0,0,4.0,1.0,,,,,
2035,12.0,18,6,3,2,2,1,1,1,0,0,7,0,0,0,0,2,2,37,1,0,0,0,0,0,4.0,1.0,,,,,
2038,13.2,36,6,3,4,2,1,1,1,0,0,3,1,1,0,0,15,1,13,1,0,1,0,0,1,3.0,1.0,,,,,
2039,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,8,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
2040,12.0,18,6,2,1,1,1,1,1,0,0,3,0,0,0,0,8,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
2047,12.6,24,6,3,1,3,1,1,1,0,0,3,0,0,0,0,20,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
2048,12.6,24,6,3,2,1,1,1,1,0,0,4,0,0,0,0,13,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
2049,12.6,24,6,4,2,3,1,1,1,0,0,4,0,0,0,0,18,1,32,1,0,0,0,0,0,2.0,1.0,,,,,
2051,12.0,18,6,3,2,2,1,1,1,0,0,4,1,0,0,0,8,1,35,1,0,0,0,0,0,1.0,1.0,,,,,
2055,12.0,18,6,2,2,2,1,1,1,0,0,6,0,0,0,0,18,2,32,1,0,0,0,0,0,4.0,1.0,,,,,
2057,12.6,24,6,2,2,2,1,1,1,0,0,4,0,0,0,0,8,1,32,1,0,1,0,0,1,4.0,1.0,,,,,
2061,13.2,36,6,3,1,2,1,1,1,0,0,4,1,1,1,0,13,1,32,1,0,0,0,0,0,1.0,1.0,,,,,
2064,12.0,18,6,3,2,3,1,1,1,0,0,6,1,0,1,0,18,1,13,1,0,0,0,0,0,4.0,1.0,,,,,
2065,12.0,18,6,3,1,2,1,1,1,0,0,5,0,0,1,1,18,1,50,1,0,1,0,0,1,2.0,1.0,,,,,
2069,12.0,18,6,3,3,3,2,2,1,0,0,7,0,0,1,0,7,2,53,1,0,1,0,0,1,2.0,1.0,,,,,
2070,12.6,24,6,2,1,2,1,1,1,0,0,4,0,0,1,0,12,1,37,1,0,0,0,0,0,5.0,1.0,,,,,
2072,12.0,18,6,3,1,2,1,1,1,0,0,6,1,0,1,0,20,1,50,1,0,0,0,0,0,1.0,1.0,,,,,
2073,15.0,18,1,3,3,2,2,2,1,7,0,3,0,0,0,0,14,2,52,1,0,0,0,0,0,5.0,1.0,,,,,
2080,15.0,12,1,2,3,2,4,2,2,11,0,5,0,0,0,0,18,4,11,4,0,0,0,0,0,3.0,1.0,,,,,
2082,12.0,18,6,2,2,1,1,1,1,0,0,6,0,0,0,0,8,2,35,1,0,1,0,0,1,2.0,1.0,,,,,
2083,13.2,36,6,4,2,2,1,1,1,0,0,3,1,0,0,0,6,1,21,1,0,1,0,0,1,4.0,1.0,,,,,
2086,12.6,24,6,2,2,2,1,1,1,0,0,3,0,0,0,0,7,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
2087,12.0,18,6,4,1,2,1,1,1,0,0,6,0,0,1,1,18,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2088,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,0,0,18,1,35,1,0,1,0,0,1,4.0,1.0,,,,,
2090,12.6,24,6,3,2,2,2,2,2,0,0,6,1,1,1,1,20,2,35,1,0,0,0,0,0,4.0,1.0,,,,,
2092,12.0,18,6,3,1,2,1,1,1,0,0,6,0,0,1,1,8,2,32,1,0,0,0,0,0,6.0,1.0,,,,,
2095,12.0,18,6,3,2,2,1,1,1,0,0,7,1,0,1,0,1,2,11,1,0,0,0,0,0,4.0,1.0,,,,,
2097,13.2,36,6,3,3,2,1,1,1,0,0,5,1,1,0,0,8,1,22,1,0,1,0,0,1,4.0,1.0,,,,,
2099,12.0,18,6,2,3,3,1,1,1,0,0,7,0,0,0,0,12,2,37,1,0,1,0,0,1,3.0,1.0,,,,,
2100,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,20,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
2115,15.0,12,2,3,2,2,2,2,2,1,0,3,1,0,0,0,20,2,36,4,0,1,0,0,0,4.0,1.0,,,,,
2144,12.0,18,6,2,1,2,1,1,1,0,0,5,0,0,1,1,18,1,35,1,0,1,0,0,1,2.0,1.0,,,,,
2146,12.6,24,6,3,2,3,2,2,1,0,0,4,1,0,0,0,12,1,35,1,0,0,0,0,0,2.0,1.0,,,,,
2150,12.0,18,6,2,2,2,1,1,1,0,0,4,0,0,0,0,12,2,11,1,0,1,0,0,1,4.0,1.0,,,,,
2151,12.0,18,6,4,3,2,1,1,1,0,0,4,1,1,0,0,12,2,11,1,0,1,0,0,1,5.0,1.0,,,,,
2153,13.2,36,6,2,2,2,1,1,1,0,0,4,0,0,0,0,8,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2154,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,1,0,18,1,35,1,0,0,0,0,0,2.0,1.0,,,,,
2156,13.2,36,6,4,1,2,1,1,1,0,0,3,1,1,0,0,8,2,32,1,0,1,0,0,1,4.0,1.0,,,,,
2157,13.2,36,6,4,2,2,1,1,1,0,0,5,1,1,0,0,18,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2162,13.2,36,6,5,3,2,2,2,2,0,0,4,1,1,0,0,20,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
2163,12.0,18,6,3,2,2,1,1,1,0,0,5,0,0,1,0,18,2,35,1,0,1,0,0,1,4.0,1.0,,,,,
2164,12.0,18,6,2,2,2,1,1,1,0,0,3,0,0,0,0,8,2,44,1,0,0,0,0,0,4.0,1.0,,,,,
2166,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,0,0,2,2,35,1,0,0,0,0,0,2.0,1.0,,,,,
2168,13.2,36,6,3,2,2,1,1,1,0,0,4,1,1,1,0,17,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2170,13.0,12,1,3,2,1,3,1,1,0,0,4,1,0,0,0,18,1,43,4,0,0,0,0,0,5.0,1.0,,,,,
2177,15.0,12,1,2,2,1,3,1,0,8,1,3,0,0,0,0,8,4,44,2,0,0,0,0,0,5.0,0.0,,,,,
2187,18.0,12,1,2,2,2,2,1,0,11,1,4,0,0,0,0,8,2,32,1,0,0,0,0,0,6.0,0.0,,,,,
2190,13.0,24,1,2,2,3,3,1,1,4,0,7,0,0,0,0,20,1,31,4,0,0,0,0,0,1.0,1.0,,,,,
2193,12.0,18,6,4,2,2,1,1,1,0,0,7,1,1,1,0,18,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2194,13.2,36,6,2,2,1,1,1,1,0,0,5,1,1,0,0,12,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
2195,13.2,36,6,2,3,2,1,1,1,0,0,3,1,0,0,0,1,2,32,1,0,0,0,0,0,3.0,1.0,,,,,
2203,12.0,18,6,2,3,3,1,1,1,0,0,6,0,0,1,0,19,1,51,1,0,0,0,0,0,2.0,1.0,,,,,
2204,13.2,36,6,2,1,2,1,1,1,0,0,4,1,1,0,0,1,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
2205,13.2,36,6,2,2,2,1,1,1,0,0,4,1,1,1,0,12,1,37,1,0,0,0,0,0,6.0,1.0,,,,,
2207,13.2,36,6,2,2,2,1,1,1,0,0,3,1,1,0,0,8,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
2210,12.6,24,6,2,2,2,1,1,1,0,0,4,0,0,1,0,18,1,11,1,0,0,0,0,0,4.0,1.0,,,,,
2211,12.6,24,6,3,1,2,1,1,1,0,0,4,1,0,0,0,8,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2212,12.6,24,6,2,2,2,1,1,1,0,0,3,0,0,0,0,8,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2213,12.0,18,6,4,2,3,1,1,1,0,0,7,0,0,0,0,18,1,35,1,0,1,0,0,1,4.0,1.0,,,,,
2214,12.0,18,6,4,1,2,1,1,1,0,0,7,0,0,1,0,8,2,37,1,0,0,0,0,0,4.0,1.0,,,,,
2215,12.6,24,6,3,2,1,1,1,1,0,0,3,0,0,0,0,18,1,21,1,0,0,0,0,0,3.0,1.0,,,,,
2216,12.6,24,6,3,2,2,1,1,1,0,0,3,0,0,0,0,2,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
2219,12.0,18,6,3,3,3,1,1,1,0,0,6,0,0,1,0,7,2,37,1,0,0,0,0,0,4.0,1.0,,,,,
2221,12.6,24,6,3,2,2,1,1,1,0,0,3,1,0,1,0,8,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2222,12.6,24,6,3,2,2,1,1,1,0,0,3,1,0,1,0,20,1,51,1,0,0,0,0,0,4.0,1.0,,,,,
2223,13.2,36,6,5,2,3,1,1,1,0,0,7,1,0,0,0,18,1,11,1,0,0,0,0,0,3.0,1.0,,,,,
2225,12.6,24,6,2,2,1,1,1,1,0,0,4,0,0,0,0,18,1,21,1,0,0,0,0,0,2.0,1.0,,,,,
2227,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,8,1,35,1,0,1,0,0,1,4.0,1.0,,,,,
2230,12.0,18,6,3,2,2,1,1,1,0,0,7,0,0,1,0,18,1,21,1,0,1,0,0,1,1.0,1.0,,,,,
2232,13.2,36,6,2,2,2,1,1,1,0,0,4,0,0,1,0,12,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
2234,12.6,24,6,5,1,2,1,1,1,0,0,4,1,0,0,0,16,1,13,1,0,0,0,0,0,4.0,1.0,,,,,
2235,12.0,18,6,3,2,2,1,1,1,0,0,4,0,0,0,0,12,2,44,1,0,0,0,0,0,2.0,1.0,,,,,
2237,12.6,24,6,3,1,2,1,1,1,0,0,3,0,0,0,0,2,1,21,1,0,1,0,0,1,2.0,1.0,,,,,
2238,12.6,24,6,2,3,3,1,1,1,0,0,3,0,0,0,0,17,1,21,1,0,1,0,0,1,3.0,1.0,,,,,
2241,12.0,18,6,4,1,2,1,1,1,0,0,5,1,0,1,0,18,1,35,1,0,1,0,0,1,4.0,1.0,,,,,
2242,13.2,36,6,2,2,2,1,1,1,0,0,3,1,0,0,0,18,1,35,1,0,0,0,0,0,5.0,1.0,,,,,
2246,12.0,18,6,4,2,2,2,2,2,0,0,7,0,0,0,0,20,2,35,1,0,0,0,0,0,4.0,1.0,,,,,
2247,12.0,18,6,3,1,2,2,2,1,0,0,5,0,0,1,0,18,1,32,1,0,0,0,0,0,3.0,1.0,,,,,
2248,12.6,24,6,4,1,3,1,1,1,0,0,4,0,0,0,0,2,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
2249,12.6,24,6,2,2,1,1,1,1,0,0,4,0,0,0,0,8,1,37,1,0,1,0,0,1,4.0,1.0,,,,,
2250,13.2,36,6,3,4,2,1,1,1,0,0,4,0,0,1,0,15,1,21,1,0,1,0,0,1,4.0,1.0,,,,,
2257,13.2,36,6,2,3,1,1,1,1,0,0,5,1,1,1,1,20,1,21,1,0,0,0,0,0,3.0,1.0,,,,,
